num_date_time,answer
8 2020-08-30 18,6903.834258414026
8 2020-08-30 19,6549.666773611805
8 2020-08-30 20,6536.727875160166
8 2020-08-30 21,6519.804957630411
8 2020-08-30 22,6217.74383541709
8 2020-08-30 23,5923.32422808622
8 2020-08-31 00,5897.028719037478
8 2020-08-31 01,5880.228548303254
8 2020-08-31 02,5887.504111267806
8 2020-08-31 03,5832.009862412449
8 2020-08-31 04,5875.116558353924
8 2020-08-31 05,5962.178854207037
8 2020-08-31 06,6911.307345181793
8 2020-08-31 07,10330.134846245168
8 2020-08-31 08,14309.06272601823
8 2020-08-31 09,15508.26956347643
8 2020-08-31 10,15413.390923422077
8 2020-08-31 11,16382.94274158615
8 2020-08-31 12,15403.908927281293
8 2020-08-31 13,15492.751717863906
8 2020-08-31 14,15486.773040603828
8 2020-08-31 15,15440.098131018487
8 2020-08-31 16,15265.506939094357
8 2020-08-31 17,14474.49983697569
8 2020-08-31 18,10115.83060242882
8 2020-08-31 19,8867.162844126395
8 2020-08-31 20,7651.822258837247
8 2020-08-31 21,7025.662952565541
8 2020-08-31 22,6794.069685515267
8 2020-08-31 23,6757.6438723559295
9 2020-08-25 00,1306.0828707408348
9 2020-08-25 01,1279.728181289026
9 2020-08-25 02,1249.710157967328
9 2020-08-25 03,1276.98115147866
9 2020-08-25 04,1291.1205491785781
9 2020-08-25 05,1287.2657576551505
9 2020-08-25 06,1218.8944625658128
9 2020-08-25 07,1189.013880306226
9 2020-08-25 08,1302.0667389925277
9 2020-08-25 09,1352.1430883422486
9 2020-08-25 10,1328.9097940733554
9 2020-08-25 11,1236.8932636133686
9 2020-08-25 12,1125.1008807722633
9 2020-08-25 13,1235.4022497299143
9 2020-08-25 14,1310.4230274973233
9 2020-08-25 15,1347.8629090305835
9 2020-08-25 16,1357.6197398980644
9 2020-08-25 17,1466.2275688206232
9 2020-08-25 18,1368.619774905318
9 2020-08-25 19,1340.6785691857115
9 2020-08-25 20,1400.0128315545555
9 2020-08-25 21,1272.3691485047343
9 2020-08-25 22,1328.899660891222
9 2020-08-25 23,1322.8330328617394
9 2020-08-26 00,1361.684163876456
9 2020-08-26 01,1322.7642853889195
9 2020-08-26 02,1287.733981122442
9 2020-08-26 03,1273.0766022954524
9 2020-08-26 04,1266.2983923937595
9 2020-08-26 05,1257.3987844737467
9 2020-08-26 06,1189.9446370927863
9 2020-08-26 07,1239.6017658296698
9 2020-08-26 08,1315.9955167885403
9 2020-08-26 09,1374.931785641975
9 2020-08-26 10,1336.6349262588865
9 2020-08-26 11,1329.385407500919
9 2020-08-26 12,1312.5148363154499
9 2020-08-26 13,1319.052707289632
9 2020-08-26 14,1296.0603370531794
9 2020-08-26 15,1329.163241818139
9 2020-08-26 16,1426.9381840978044
9 2020-08-26 17,1449.5662243582572
9 2020-08-26 18,1333.5477761603956
9 2020-08-26 19,1319.932004286233
9 2020-08-26 20,1368.1761099818154
9 2020-08-26 21,1316.36333737046
9 2020-08-26 22,1321.9219426756395
9 2020-08-26 23,1353.3527351020837
9 2020-08-27 00,1267.2140669912155
9 2020-08-27 01,1310.1099334741548
9 2020-08-27 02,1300.122555880982
9 2020-08-27 03,1230.7122590351537
9 2020-08-27 04,1183.5885886655067
9 2020-08-27 05,1191.1945991035836
9 2020-08-27 06,1144.9754508473616
9 2020-08-27 07,1218.1346797902997
9 2020-08-27 08,1345.2342376176289
9 2020-08-27 09,1449.73305413434
9 2020-08-27 10,1402.3869913139442
9 2020-08-27 11,1415.317513099148
9 2020-08-27 12,1285.4159090166465
9 2020-08-27 13,1353.1676648550938
9 2020-08-27 14,1366.5616413466805
9 2020-08-27 15,1391.1896992408524
9 2020-08-27 16,1428.314737427364
9 2020-08-27 17,1364.634170696915
9 2020-08-27 18,1307.8646236551735
9 2020-08-27 19,1345.5458792747436
9 2020-08-27 20,1376.9889991522593
9 2020-08-27 21,1364.0691142977746
9 2020-08-27 22,1430.1820651302396
9 2020-08-27 23,1333.7458207400753
9 2020-08-28 00,1358.398582591922
9 2020-08-28 01,1320.849814393508
9 2020-08-28 02,1281.7306141895688
9 2020-08-28 03,1289.507341349762
9 2020-08-28 04,1285.1123979126385
9 2020-08-28 05,1292.8828928321036
9 2020-08-28 06,1204.4790651047115
9 2020-08-28 07,1244.0607392577192
9 2020-08-28 08,1412.3252745969744
9 2020-08-28 09,1465.5811168549294
9 2020-08-28 10,1359.0651006669063
9 2020-08-28 11,1395.1879526363705
9 2020-08-28 12,1327.9891355360428
9 2020-08-28 13,1376.2923162072045
9 2020-08-28 14,1352.5778634789829
9 2020-08-28 15,1333.9286845276258
9 2020-08-28 16,1361.0228356994749
9 2020-08-28 17,1438.26657358879
9 2020-08-28 18,1267.7059581048934
9 2020-08-28 19,1312.8796807221097
9 2020-08-28 20,1311.1333889216353
9 2020-08-28 21,1282.1263110300042
9 2020-08-28 22,1301.7282817105083
9 2020-08-28 23,1277.4174560436163
9 2020-08-29 00,1323.1575486122144
9 2020-08-29 01,1318.9474961234716
9 2020-08-29 02,1258.1363900396623
9 2020-08-29 03,1234.0509015202877
9 2020-08-29 04,1223.4937855567878
9 2020-08-29 05,1245.4092767526665
9 2020-08-29 06,1224.6925202980813
9 2020-08-29 07,1118.7149543202358
9 2020-08-29 08,1303.5484182518285
9 2020-08-29 09,1322.4953798134372
9 2020-08-29 10,1270.477161309297
9 2020-08-29 11,1269.076519889837
9 2020-08-29 12,1245.3398706371086
9 2020-08-29 13,1270.8473110053978
9 2020-08-29 14,1264.1709119440086
9 2020-08-29 15,1186.811863442291
9 2020-08-29 16,1243.1445926143836
9 2020-08-29 17,1271.931294645146
9 2020-08-29 18,1322.152034040817
9 2020-08-29 19,1286.9314582192223
9 2020-08-29 20,1332.3148205523464
9 2020-08-29 21,1338.3199477118974
9 2020-08-29 22,1385.1911165808951
9 2020-08-29 23,1351.6373329554817
9 2020-08-30 00,1352.906596829333
9 2020-08-30 01,1319.3286529369557
9 2020-08-30 02,1290.7216545191377
9 2020-08-30 03,1268.0134284457383
9 2020-08-30 04,1268.8340685021244
9 2020-08-30 05,1267.2208863193368
9 2020-08-30 06,1205.7080664218756
9 2020-08-30 07,1089.328714059402
9 2020-08-30 08,1212.1300775955588
9 2020-08-30 09,1283.4977713819685
9 2020-08-30 10,1260.9672378820246
9 2020-08-30 11,1258.1799711726765
9 2020-08-30 12,1162.7473144097248
9 2020-08-30 13,1147.0813149812718
9 2020-08-30 14,1265.7866382855223
9 2020-08-30 15,1324.119674182833
9 2020-08-30 16,1324.8134456768107
9 2020-08-30 17,1325.3767883650644
9 2020-08-30 18,1331.0490979946676
9 2020-08-30 19,1330.3856002896262
9 2020-08-30 20,1311.29326347603
9 2020-08-30 21,1316.207974604989
9 2020-08-30 22,1370.9603395242275
9 2020-08-30 23,1351.11163833575
9 2020-08-31 00,1288.264728943666
9 2020-08-31 01,1257.0542549610502
9 2020-08-31 02,1201.8932476701034
9 2020-08-31 03,1186.7684713006054
9 2020-08-31 04,1175.9480004371899
9 2020-08-31 05,1164.5121303612193
9 2020-08-31 06,1074.4414709540617
9 2020-08-31 07,1064.2396578054274
9 2020-08-31 08,1328.7877545094505
9 2020-08-31 09,1320.5290478040238
9 2020-08-31 10,1268.0257968732358
9 2020-08-31 11,1321.8892250523277
9 2020-08-31 12,1299.168149315889
9 2020-08-31 13,1315.3137518469816
9 2020-08-31 14,1332.494941045929
9 2020-08-31 15,1364.9573322940157
9 2020-08-31 16,1336.160027431485
9 2020-08-31 17,1337.8883704071059
9 2020-08-31 18,1249.9791509695754
9 2020-08-31 19,1264.8094728748054
9 2020-08-31 20,1282.542634740443
9 2020-08-31 21,1222.0755579427646
9 2020-08-31 22,1278.2841485420997
9 2020-08-31 23,1263.7200423113914
10 2020-08-25 00,531.211205072419
10 2020-08-25 01,482.3786312506131
10 2020-08-25 02,475.3325145400882
10 2020-08-25 03,462.36558006662915
10 2020-08-25 04,459.84748310064606
10 2020-08-25 05,476.15870711678394
10 2020-08-25 06,546.78484093376
10 2020-08-25 07,610.6478420656255
10 2020-08-25 08,1086.2235047951613
10 2020-08-25 09,2227.367151903262
10 2020-08-25 10,3034.361009545108
10 2020-08-25 11,3050.7529215401155
10 2020-08-25 12,3041.0335728124137
10 2020-08-25 13,2994.48435868896
10 2020-08-25 14,3092.036535728036
10 2020-08-25 15,3101.271871128372
10 2020-08-25 16,2958.4017066038955
10 2020-08-25 17,2901.016267597733
10 2020-08-25 18,2560.504705320913
10 2020-08-25 19,2269.455826475442
10 2020-08-25 20,1675.3872671916963
10 2020-08-25 21,1145.3671670114086
10 2020-08-25 22,934.330624027501
10 2020-08-25 23,778.2541682798856
10 2020-08-26 00,533.2037172421346
10 2020-08-26 01,504.40843870512685
10 2020-08-26 02,453.98943449695696
10 2020-08-26 03,540.6498371566181
10 2020-08-26 04,544.4502463138248
10 2020-08-26 05,543.2792916104914
10 2020-08-26 06,661.8595892923736
10 2020-08-26 07,720.0079172440364
10 2020-08-26 08,1059.0894989751214
10 2020-08-26 09,2102.185201962486
10 2020-08-26 10,2915.9525197012517
10 2020-08-26 11,3031.217020096898
10 2020-08-26 12,2996.3346434956134
10 2020-08-26 13,2997.984327479814
10 2020-08-26 14,2978.176293312842
10 2020-08-26 15,2950.7249052347292
10 2020-08-26 16,2929.3450772571664
10 2020-08-26 17,2808.0695080742044
10 2020-08-26 18,2504.4929809940413
10 2020-08-26 19,2165.448723583748
10 2020-08-26 20,1557.7501497092653
10 2020-08-26 21,1075.107987752803
10 2020-08-26 22,842.6994325132291
10 2020-08-26 23,714.7356843018774
10 2020-08-27 00,422.55076926048133
10 2020-08-27 01,378.94084278354524
10 2020-08-27 02,342.0845993841799
10 2020-08-27 03,476.34340362695485
10 2020-08-27 04,527.3393893757969
10 2020-08-27 05,479.4607008331419
10 2020-08-27 06,536.2514731959518
10 2020-08-27 07,673.5128519982264
10 2020-08-27 08,901.0187071546675
10 2020-08-27 09,1922.887834961774
10 2020-08-27 10,2719.876129903856
10 2020-08-27 11,2758.1663449867146
10 2020-08-27 12,2756.85074576599
10 2020-08-27 13,2807.707882004208
10 2020-08-27 14,2876.2834995002327
10 2020-08-27 15,2946.74667294622
10 2020-08-27 16,2934.6789420663545
10 2020-08-27 17,2842.681985521678
10 2020-08-27 18,2481.3367179531024
10 2020-08-27 19,2142.5050033515345
10 2020-08-27 20,1370.5880746599473
10 2020-08-27 21,803.0354157475629
10 2020-08-27 22,640.3037844724267
10 2020-08-27 23,559.7348818211073
10 2020-08-28 00,525.2137992319831
10 2020-08-28 01,514.0594179380915
10 2020-08-28 02,528.0260777836266
10 2020-08-28 03,491.24984781010596
10 2020-08-28 04,511.28168825637636
10 2020-08-28 05,516.4202396352252
10 2020-08-28 06,602.5936215267482
10 2020-08-28 07,713.3665081211486
10 2020-08-28 08,967.1524683715786
10 2020-08-28 09,2023.279516426492
10 2020-08-28 10,2930.833848323031
10 2020-08-28 11,2928.9616421376886
10 2020-08-28 12,3071.309109248711
10 2020-08-28 13,3066.478653715557
10 2020-08-28 14,3058.3405397447495
10 2020-08-28 15,3015.3730173964123
10 2020-08-28 16,2965.0774521548137
10 2020-08-28 17,2939.203881529877
10 2020-08-28 18,2590.0963438829604
10 2020-08-28 19,2280.953012786769
10 2020-08-28 20,1420.9347628853036
10 2020-08-28 21,769.4796419790066
10 2020-08-28 22,599.0112664414625
10 2020-08-28 23,527.956616899705
10 2020-08-29 00,511.60639088783125
10 2020-08-29 01,499.7902906191467
10 2020-08-29 02,490.3336121958365
10 2020-08-29 03,467.77438303088513
10 2020-08-29 04,453.7591459338667
10 2020-08-29 05,480.0799883440926
10 2020-08-29 06,518.0499591775031
10 2020-08-29 07,648.5799268358932
10 2020-08-29 08,920.6944570342198
10 2020-08-29 09,2022.134631956412
10 2020-08-29 10,2839.0631581872944
10 2020-08-29 11,2871.249524157128
10 2020-08-29 12,2991.878854140565
10 2020-08-29 13,2994.2236111068096
10 2020-08-29 14,3003.68750636896
10 2020-08-29 15,3003.203636404656
10 2020-08-29 16,2964.906299819102
10 2020-08-29 17,2947.5201182286096
10 2020-08-29 18,2835.3244459406205
10 2020-08-29 19,2687.6564912257772
10 2020-08-29 20,1767.4693617797366
10 2020-08-29 21,1014.5171777158672
10 2020-08-29 22,806.0828496129641
10 2020-08-29 23,721.6867359804548
10 2020-08-30 00,592.7715860298263
10 2020-08-30 01,607.3181346583362
10 2020-08-30 02,561.0656194189878
10 2020-08-30 03,527.53528488289
10 2020-08-30 04,527.1285112887972
10 2020-08-30 05,540.5984243854392
10 2020-08-30 06,589.2102542791113
10 2020-08-30 07,701.5533141590297
10 2020-08-30 08,1110.1129407353353
10 2020-08-30 09,2107.3552230814375
10 2020-08-30 10,2724.2747142631397
10 2020-08-30 11,2777.199341264474
10 2020-08-30 12,2814.598787928122
10 2020-08-30 13,2785.281567026721
10 2020-08-30 14,2785.5880282126036
10 2020-08-30 15,2802.704235677833
10 2020-08-30 16,2760.3263183601284
10 2020-08-30 17,2783.2285117980405
10 2020-08-30 18,2725.9475842270667
10 2020-08-30 19,2494.711130481758
10 2020-08-30 20,1637.568658021788
10 2020-08-30 21,951.8652870085325
10 2020-08-30 22,754.861979422969
10 2020-08-30 23,577.2709471012088
10 2020-08-31 00,458.9585155232549
10 2020-08-31 01,455.0569094371977
10 2020-08-31 02,458.0595407751572
10 2020-08-31 03,433.7535725337697
10 2020-08-31 04,431.1235544320954
10 2020-08-31 05,433.9738250093445
10 2020-08-31 06,492.6916168614247
10 2020-08-31 07,571.9562971230737
10 2020-08-31 08,769.5713999375953
10 2020-08-31 09,1742.1120237369812
10 2020-08-31 10,2544.754507088028
10 2020-08-31 11,2645.5403241704344
10 2020-08-31 12,2668.684255544521
10 2020-08-31 13,2696.925358064308
10 2020-08-31 14,2606.79262918976
10 2020-08-31 15,2780.331388862019
10 2020-08-31 16,2724.048710111139
10 2020-08-31 17,2630.3801737242457
10 2020-08-31 18,2352.2110574707317
10 2020-08-31 19,1990.7638366510214
10 2020-08-31 20,1255.487156146715
10 2020-08-31 21,682.2818292331076
10 2020-08-31 22,517.842219531509
10 2020-08-31 23,514.6891281752977
11 2020-08-25 00,684.2496255206952
11 2020-08-25 01,615.8657167817848
11 2020-08-25 02,605.383115297627
11 2020-08-25 03,587.7751356667386
11 2020-08-25 04,586.2168538254253
11 2020-08-25 05,598.0752736198048
11 2020-08-25 06,678.9798533116464
11 2020-08-25 07,745.2148872673567
11 2020-08-25 08,1138.354871274711
11 2020-08-25 09,2317.3865954566227
11 2020-08-25 10,4925.629640928066
11 2020-08-25 11,5087.327311655713
11 2020-08-25 12,5108.337183332601
11 2020-08-25 13,5099.745819056396
11 2020-08-25 14,5194.685725785541
11 2020-08-25 15,5137.2470894127655
11 2020-08-25 16,5049.619172497284
11 2020-08-25 17,5006.509078503175
11 2020-08-25 18,4729.763984097231
11 2020-08-25 19,4682.752746391989
11 2020-08-25 20,4197.024521794368
11 2020-08-25 21,1866.100809788254
11 2020-08-25 22,1394.653295123189
11 2020-08-25 23,1188.3014065588832
11 2020-08-26 00,689.1032665695614
11 2020-08-26 01,655.3509726003219
11 2020-08-26 02,587.009313105197
11 2020-08-26 03,643.7122513161142
11 2020-08-26 04,646.2387379881411
11 2020-08-26 05,646.3405800059087
11 2020-08-26 06,772.207593983591
11 2020-08-26 07,834.8871651671452
11 2020-08-26 08,1115.4818116777228
11 2020-08-26 09,2212.3252540871076
11 2020-08-26 10,4901.815634368656
11 2020-08-26 11,5159.017628498158
11 2020-08-26 12,5162.152756952305
11 2020-08-26 13,5219.340339611076
11 2020-08-26 14,5182.231048520213
11 2020-08-26 15,5165.817617210879
11 2020-08-26 16,5126.261322552822
11 2020-08-26 17,5035.176910512293
11 2020-08-26 18,4812.633954387833
11 2020-08-26 19,4662.971758712462
11 2020-08-26 20,4150.374286873334
11 2020-08-26 21,1881.3548918845977
11 2020-08-26 22,1412.2770792977844
11 2020-08-26 23,1296.161174266785
11 2020-08-27 00,708.4314246365312
11 2020-08-27 01,621.4135699931728
11 2020-08-27 02,543.5248683340726
11 2020-08-27 03,662.1670249093927
11 2020-08-27 04,648.0122057951769
11 2020-08-27 05,601.7297948679565
11 2020-08-27 06,642.4237740609682
11 2020-08-27 07,746.113794465188
11 2020-08-27 08,952.6213159541804
11 2020-08-27 09,1862.9727191004085
11 2020-08-27 10,4393.412502998224
11 2020-08-27 11,4605.243057380983
11 2020-08-27 12,4640.271643705959
11 2020-08-27 13,4815.464145003216
11 2020-08-27 14,4873.128288862365
11 2020-08-27 15,5069.610460209071
11 2020-08-27 16,4992.788802753813
11 2020-08-27 17,4958.372833962163
11 2020-08-27 18,4755.585985481645
11 2020-08-27 19,4595.96426753304
11 2020-08-27 20,3993.004910027537
11 2020-08-27 21,1461.4812998302664
11 2020-08-27 22,1020.8193664091482
11 2020-08-27 23,911.1824081527009
11 2020-08-28 00,671.5441615407904
11 2020-08-28 01,657.9358017104045
11 2020-08-28 02,669.7592987526968
11 2020-08-28 03,615.0789219812356
11 2020-08-28 04,635.2613523660987
11 2020-08-28 05,636.8707862916879
11 2020-08-28 06,736.8662165873309
11 2020-08-28 07,817.1783855051711
11 2020-08-28 08,1018.2635676659555
11 2020-08-28 09,1947.6175801215552
11 2020-08-28 10,4761.03023259863
11 2020-08-28 11,5011.591083810151
11 2020-08-28 12,5150.303352090607
11 2020-08-28 13,5187.035283868947
11 2020-08-28 14,5184.959237306752
11 2020-08-28 15,5130.0624167844635
11 2020-08-28 16,5121.025243546634
11 2020-08-28 17,5058.311177162933
11 2020-08-28 18,4788.8325185212225
11 2020-08-28 19,4678.017073978468
11 2020-08-28 20,4006.4766600962976
11 2020-08-28 21,1424.6190218150493
11 2020-08-28 22,955.5297700954948
11 2020-08-28 23,846.615064701422
11 2020-08-29 00,677.1581907896274
11 2020-08-29 01,646.1683886434439
11 2020-08-29 02,627.7205928347535
11 2020-08-29 03,584.2685618683354
11 2020-08-29 04,567.083820256137
11 2020-08-29 05,592.0779526733659
11 2020-08-29 06,645.8029066773864
11 2020-08-29 07,789.9194813169273
11 2020-08-29 08,959.0638379032204
11 2020-08-29 09,2033.150321986017
11 2020-08-29 10,4874.432792111888
11 2020-08-29 11,5105.288018992646
11 2020-08-29 12,5364.144119431615
11 2020-08-29 13,5415.193106568033
11 2020-08-29 14,5499.313486749323
11 2020-08-29 15,5515.834902138249
11 2020-08-29 16,5475.347794864314
11 2020-08-29 17,5421.775264092843
11 2020-08-29 18,5333.043841832587
11 2020-08-29 19,5252.123140580503
11 2020-08-29 20,4545.553215591139
11 2020-08-29 21,1545.0694374563702
11 2020-08-29 22,1051.2370159394482
11 2020-08-29 23,922.0869923844931
11 2020-08-30 00,753.9041455879507
11 2020-08-30 01,759.1188883759182
11 2020-08-30 02,692.8965287395583
11 2020-08-30 03,652.464965600926
11 2020-08-30 04,652.5210089346034
11 2020-08-30 05,670.0239356137547
11 2020-08-30 06,737.4452328623968
11 2020-08-30 07,789.5148190720197
11 2020-08-30 08,1243.9274573778903
11 2020-08-30 09,2227.659194071677
11 2020-08-30 10,4689.539380913305
11 2020-08-30 11,4939.337963937702
11 2020-08-30 12,5055.55503424867
11 2020-08-30 13,5033.151881701171
11 2020-08-30 14,5058.1633949419665
11 2020-08-30 15,4994.776674085505
11 2020-08-30 16,5059.457945637403
11 2020-08-30 17,5173.77905222447
11 2020-08-30 18,5074.426131274158
11 2020-08-30 19,4960.790359356695
11 2020-08-30 20,4164.278108464412
11 2020-08-30 21,1395.8367922963353
11 2020-08-30 22,992.6287193854023
11 2020-08-30 23,822.9437582652203
11 2020-08-31 00,568.8033339568142
11 2020-08-31 01,555.4389165013316
11 2020-08-31 02,546.5036629675949
11 2020-08-31 03,512.485724055703
11 2020-08-31 04,506.50221554451787
11 2020-08-31 05,521.5856910886887
11 2020-08-31 06,599.9022325866063
11 2020-08-31 07,689.3086641859671
11 2020-08-31 08,872.2013220363712
11 2020-08-31 09,1885.659754003454
11 2020-08-31 10,4546.158132223874
11 2020-08-31 11,4632.093108152516
11 2020-08-31 12,4673.2966654671745
11 2020-08-31 13,4719.626524402097
11 2020-08-31 14,4719.1351193641
11 2020-08-31 15,4822.748385808125
11 2020-08-31 16,4642.032730799169
11 2020-08-31 17,4458.069374575865
11 2020-08-31 18,4202.847335596119
11 2020-08-31 19,4090.106391683358
11 2020-08-31 20,3542.249873288776
11 2020-08-31 21,1210.124320376341
11 2020-08-31 22,762.7911849218298
11 2020-08-31 23,736.1824767109429
12 2020-08-25 00,690.8783887210111
12 2020-08-25 01,707.821668553214
12 2020-08-25 02,725.5327287314718
12 2020-08-25 03,735.0657933221636
12 2020-08-25 04,702.349137620752
12 2020-08-25 05,717.5727233734145
12 2020-08-25 06,774.3110489169833
12 2020-08-25 07,875.2079723159945
12 2020-08-25 08,1306.4231648102432
12 2020-08-25 09,2282.2092652994083
12 2020-08-25 10,3453.4083193388333
12 2020-08-25 11,3392.2842169782634
12 2020-08-25 12,3388.638170577488
12 2020-08-25 13,3385.9457660717526
12 2020-08-25 14,3368.033858474871
12 2020-08-25 15,3331.8797598288893
12 2020-08-25 16,3412.53931904455
12 2020-08-25 17,3416.3097404505843
12 2020-08-25 18,3468.9187006238717
12 2020-08-25 19,3358.3406286566774
12 2020-08-25 20,3034.00217463843
12 2020-08-25 21,1601.0128951053732
12 2020-08-25 22,1188.2718718202866
12 2020-08-25 23,1016.1719814782175
12 2020-08-26 00,744.7194552931549
12 2020-08-26 01,754.9522443764282
12 2020-08-26 02,737.6829104911542
12 2020-08-26 03,725.2004411476977
12 2020-08-26 04,754.7934946243629
12 2020-08-26 05,718.2687212802948
12 2020-08-26 06,871.5310994874253
12 2020-08-26 07,1004.2025530949759
12 2020-08-26 08,1530.2163655986913
12 2020-08-26 09,2485.5333748027256
12 2020-08-26 10,3402.5490053573394
12 2020-08-26 11,3444.2640398193544
12 2020-08-26 12,3548.4653275313144
12 2020-08-26 13,3527.458177924328
12 2020-08-26 14,3539.203983158904
12 2020-08-26 15,3452.6646673918654
12 2020-08-26 16,3492.574499573596
12 2020-08-26 17,3416.2518282560895
12 2020-08-26 18,3206.526557976772
12 2020-08-26 19,3088.700593123458
12 2020-08-26 20,2768.7446899767074
12 2020-08-26 21,1610.4569089646784
12 2020-08-26 22,1076.9714355932122
12 2020-08-26 23,798.5360059308671
12 2020-08-27 00,586.4023088396539
12 2020-08-27 01,535.735459344903
12 2020-08-27 02,514.7643667688424
12 2020-08-27 03,458.9131220414132
12 2020-08-27 04,486.9691715118505
12 2020-08-27 05,490.2675649683805
12 2020-08-27 06,499.3642574407347
12 2020-08-27 07,648.3587508205651
12 2020-08-27 08,1092.6607138046377
12 2020-08-27 09,2049.0391076699225
12 2020-08-27 10,3239.3434333241794
12 2020-08-27 11,3306.7811184951283
12 2020-08-27 12,3312.812736881978
12 2020-08-27 13,3400.4938015819976
12 2020-08-27 14,3497.8345412849476
12 2020-08-27 15,3457.624696879233
12 2020-08-27 16,3409.983200640846
12 2020-08-27 17,3430.425692518914
12 2020-08-27 18,3224.750060134983
12 2020-08-27 19,3119.3986927918486
12 2020-08-27 20,2577.2648521982933
12 2020-08-27 21,1149.5180984025822
12 2020-08-27 22,844.1518022942473
12 2020-08-27 23,695.8588497375235
12 2020-08-28 00,730.9145205373602
12 2020-08-28 01,734.6341021148695
12 2020-08-28 02,744.3955948437896
12 2020-08-28 03,721.0818782595289
12 2020-08-28 04,652.5224056438942
12 2020-08-28 05,651.9616741318742
12 2020-08-28 06,782.6840141228078
12 2020-08-28 07,912.8329597611969
12 2020-08-28 08,1295.1365913291722
12 2020-08-28 09,2256.663945522679
12 2020-08-28 10,3386.364331697323
12 2020-08-28 11,3589.032450820121
12 2020-08-28 12,3490.0994783909664
12 2020-08-28 13,3576.7594731328827
12 2020-08-28 14,3669.7801847469045
12 2020-08-28 15,3730.301592279694
12 2020-08-28 16,3714.834052760527
12 2020-08-28 17,3703.076609185776
12 2020-08-28 18,3543.0292968134177
12 2020-08-28 19,3336.275976267416
12 2020-08-28 20,2796.07799525059
12 2020-08-28 21,1212.5775461343685
12 2020-08-28 22,845.4538659417078
12 2020-08-28 23,690.2672539013374
12 2020-08-29 00,683.6588576932874
12 2020-08-29 01,707.5402285113155
12 2020-08-29 02,692.3590598172126
12 2020-08-29 03,683.1847121091896
12 2020-08-29 04,677.9175152722787
12 2020-08-29 05,699.625187459967
12 2020-08-29 06,724.2810075605937
12 2020-08-29 07,856.4271538060166
12 2020-08-29 08,1381.2841497500679
12 2020-08-29 09,2388.5132974073795
12 2020-08-29 10,3466.39392213925
12 2020-08-29 11,3676.7546784194033
12 2020-08-29 12,3781.6282031175306
12 2020-08-29 13,3809.4056884074894
12 2020-08-29 14,3770.792036861014
12 2020-08-29 15,3732.6206400151914
12 2020-08-29 16,3759.138817650891
12 2020-08-29 17,3783.669509233686
12 2020-08-29 18,3695.031700581349
12 2020-08-29 19,3595.681849450907
12 2020-08-29 20,3001.1808618231325
12 2020-08-29 21,1231.5451630613838
12 2020-08-29 22,936.9980733431412
12 2020-08-29 23,771.5687057681719
12 2020-08-30 00,648.6803227298805
12 2020-08-30 01,638.509171340195
12 2020-08-30 02,598.2159586671668
12 2020-08-30 03,592.0071309615529
12 2020-08-30 04,595.9046832792462
12 2020-08-30 05,609.9730556714138
12 2020-08-30 06,664.9590847182563
12 2020-08-30 07,800.5528638605181
12 2020-08-30 08,1243.8752851341374
12 2020-08-30 09,2140.5101775070825
12 2020-08-30 10,3279.8681771174092
12 2020-08-30 11,3415.9636348055865
12 2020-08-30 12,3510.227706528729
12 2020-08-30 13,3667.741167677317
12 2020-08-30 14,3665.71612970741
12 2020-08-30 15,3752.748008633047
12 2020-08-30 16,3785.7665093972137
12 2020-08-30 17,3870.936667615263
12 2020-08-30 18,3850.6374814009496
12 2020-08-30 19,3656.978509217024
12 2020-08-30 20,3001.994682522841
12 2020-08-30 21,1294.3543089105676
12 2020-08-30 22,991.7663214080278
12 2020-08-30 23,819.6849499515466
12 2020-08-31 00,537.1139738292636
12 2020-08-31 01,528.0900451981024
12 2020-08-31 02,512.3815355846882
12 2020-08-31 03,507.4706253119764
12 2020-08-31 04,517.1001355258222
12 2020-08-31 05,534.039896242145
12 2020-08-31 06,608.4829862114078
12 2020-08-31 07,715.0505278524829
12 2020-08-31 08,1186.5367737993
12 2020-08-31 09,2012.1047114433857
12 2020-08-31 10,3006.3387607668624
12 2020-08-31 11,3159.741740398144
12 2020-08-31 12,3196.874378415246
12 2020-08-31 13,3363.7569230893578
12 2020-08-31 14,3420.697537755006
12 2020-08-31 15,3603.8510323919245
12 2020-08-31 16,3487.4460883007723
12 2020-08-31 17,3456.8697491284415
12 2020-08-31 18,3347.0339737064874
12 2020-08-31 19,3174.4787678924063
12 2020-08-31 20,2787.7139194601937
12 2020-08-31 21,1459.91798708034
12 2020-08-31 22,866.9772193470565
12 2020-08-31 23,674.9418521655447
13 2020-08-25 00,852.0400024374969
13 2020-08-25 01,825.0592326166889
13 2020-08-25 02,838.6582749734439
13 2020-08-25 03,829.9442049288675
13 2020-08-25 04,836.4058531154333
13 2020-08-25 05,849.2315549088912
13 2020-08-25 06,1038.9375245748333
13 2020-08-25 07,1308.5113506401037
13 2020-08-25 08,1653.3490069672575
13 2020-08-25 09,1829.8785204879964
13 2020-08-25 10,1828.9792580363282
13 2020-08-25 11,1886.7448567163249
13 2020-08-25 12,1814.1795802016018
13 2020-08-25 13,1781.963607351294
13 2020-08-25 14,1776.8354321469365
13 2020-08-25 15,1768.6346886227298
13 2020-08-25 16,1710.3043608744467
13 2020-08-25 17,1537.7299018317788
13 2020-08-25 18,1272.900049530291
13 2020-08-25 19,1155.3206411765552
13 2020-08-25 20,1086.7405499436616
